Genes	Disease	Inheritance	MIM	Disorder_Group	Project	GenCC
FAH	Tyrosinaemia, type I	AR	276700	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Ambry Genetics;Laboratory for Molecular Medicine;Myriad Women’s Health;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FAM111A	Kenny-Caffey syndrome, type 2	AD	127000	Skeletal, skin, and connective tissue disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P; Moderate-Laboratory for Molecular Medicine
FANCA	Fanconi anaemia, complementation group A	AR	227650	Tumor predisposition syndromes	BabyScreen+	Definitive-G2P;Ambry Genetics;Myriad Women’s Health;ClinGen; Strong-Laboratory for Molecular Medicine;Labcorp Genetics (formerly Invitae)
FANCB	Fanconi anaemia, complementation group B	XLR	300514	Tumor predisposition syndromes	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
FANCC	Fanconi anemia, complementation group C	AR	227645	Tumor predisposition syndromes	BabyScreen+	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FANCD2	Fanconi anaemia, complementation group D2	AR	227646	Tumor predisposition syndromes	BabyScreen+	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FANCG	Fanconi anaemia	AR	614082	Tumor predisposition syndromes	BabyScreen+	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FANCI	Fanconi anaemia	AR	609053	Tumor predisposition syndromes	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
FBN1	Marfan syndrome	AD	154700	Skeletal, skin, and connective tissue disorders	BabyScreen+	Definitive-G2P;Ambry Genetics;ClinGen; Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
FBP1	Fructose-1,6-bisphosphatase deficiency	AR	229700	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae);PanelApp Australia
FCHO1	Immunodeficiency 76	AR	619164	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
FECH	Protoporphyria, erythropoietic, 1	AR	177000	Inherited disorders of metabolism	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine;ClinGen
FERMT3	Leukocyte adhesion deficiency, type III	AR	612840	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
FGA	Afibrinogenemia, congenital	AR	202400	Haematological disorders	BabyScreen+	Definitive-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
FGB	Afibrinogenemia, congenital	AR	202400	Haematological disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
FGF3	Deafness, congenital with inner ear agenesis, microtia, and microdontia	AR	610706	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
FGG	Afibrinogenemia, congenital	AR	202400	Haematological disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
FH	Fumarase deficiency	AR	606812	Tumor predisposition syndromes	BabyScreen+	Definitive-G2P; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
FLAD1	Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency	AR	255100	Inherited disorders of metabolism	BabyScreen+	Moderate-PanelApp Australia;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
FOLR1	Neurodegeneration due to cerebral folate transport deficiency	AR	613068	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabyScreen+	Definitive-G2P;Laboratory for Molecular Medicine;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FOXE1	Bamforth-Lazarus syndrome	AR	241850	Complex genetic syndromes	BabyScreen+	Definitive-G2P; Moderate-Ambry Genetics; Limited-Laboratory for Molecular Medicine; Strong-Labcorp Genetics (formerly Invitae)
FOXN1	T-cell immunodeficiency, congenital alopecia, and nail dystrophy, autosomal recessive	AR	601705	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
FOXN1	T-cell lymphopenia, infantile, with or without nail dystrophy, autosomal dominant	AD	618806	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
FOXP3	IPEX syndrome	XLR	304790	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P
FUCA1	Fucosidosis	AR	230000	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
G6PC	Glycogen storage disease Ia	AR	232200	Inherited disorders of metabolism	BabyScreen+	
G6PC3	Neutropenia, congenital	AR	612541	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Definitive-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
G6PD	Glucose-6-phosphate dehydrogenase deficiency	X-linkedmultipleand/orcomplexpattern	300908	Haematological disorders;Inherited disorders of metabolism	BabyScreen+	Definitive-Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
GAA	Glycogen storage disease II, Pompe disease	AR	232300	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Laboratory for Molecular Medicine;ClinGen; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
GALC	Krabbe disease	AR	245200	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Laboratory for Molecular Medicine;Myriad Women’s Health;ClinGen; Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae)
GALE	Galactose epimerase deficiency	AR	230350	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;ClinGen; Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae)
GALK1	Galactokinase deficiency with cataracts	AR	230200	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
GALM	Galactosemia IV	AR	618881	Eye disorders;Inherited disorders of metabolism	BabyScreen+	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae);ClinGen
GALNS	Mucopolysaccharidosis IVA	AR	253000	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
GALNT3	Tumoral calcinosis, hyperphosphatemic, familial, 1	AR	211900	Skeletal, skin, and connective tissue disorders	BabyScreen+	Strong-Genomics England PanelApp;PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
GALT	Galactosemia	AR	230400	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
GAMT	Cerebral creatine deficiency syndrome 2	AR	612736	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
GATA3	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	AD	146255	Complex genetic syndromes	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
GATM	Cerebral creatine deficiency syndrome 3	AR	612718	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;ClinGen; Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
GBA	Gaucher disease type 1	AR	230800	Cardiac and vascular disorders;Neurodevelopmental, neurodegenerative, and neurogenetic disorders;Skeletal, skin, and connective tissue disorders;Inherited disorders of metabolism	BabyScreen+	
GCDH	Glutaric aciduria, type I	AR	231670	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Myriad Women’s Health;ClinGen; Moderate-Genomics England PanelApp; Strong-Labcorp Genetics (formerly Invitae)
GCH1	Hyperphenylalaninemia, BH4-deficient, B	AR	233910	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
GCH1	Dystonia, DOPA-responsive, with or without hyperphenylalaninemia	Multipleand/orcomplexpattern	128230	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Ambry Genetics; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
GCK	Hyperinsulinemic hypoglycemia, familial	AD	602485	Endocrine disorders	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics
GCM2	Hypoparathyroidism, familial isolated 2	Multipleand/orcomplexpattern	618883	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
GFI1	Neutropenia, severe congenital 2, autosomal dominant	AD	613107	Autoimmune, inflammatory, and immunogenetic disorders;Haematological disorders	BabyScreen+	Limited-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
GGCX	Vitamin K-dependent clotting factors, combined deficiency of, 1	AR	277450	Haematological disorders	BabyScreen+	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
GH1	Growth hormone deficiency, isolated, type IA	AR	262400	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics
GH1	Growth hormone deficiency, isolated, type II	AR	262400	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics
GHR	Laron dwarfism	AR	262500	Endocrine disorders	BabyScreen+	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
GHRHR	Growth hormone deficiency, isolated, type IV	AR	618157	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
GIPC3	Deafness, autosomal recessive 15	AR	601869	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
GJB2	Deafness, autosomal recessive 14	AR	220290	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-Laboratory for Molecular Medicine;G2P
GLA	Fabry disease	XLR	301500	Inherited disorders of metabolism	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;ClinGen
GLIS3	Diabetes mellitus, neonatal, with congenital hypothyroidism	AR	610199	Endocrine disorders	BabyScreen+	Definitive-G2P; Strong-Genomics England PanelApp;Ambry Genetics;Labcorp Genetics (formerly Invitae)
GLRA1	Hyperekplexia, hereditary 1, autosomal dominant or recessive	Multipleand/orcomplexpattern	149400	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabyScreen+	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
GLUD1	Hyperinsulinism	AD	606762	Endocrine disorders	BabyScreen+	Definitive-G2P;ClinGen; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
GNAS	Pseudopseudohypoparathyroidism	AD	612463	Endocrine disorders	BabyScreen+	Moderate-Ambry Genetics; Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
GOT2	Developmental and epileptic encephalopathy 82	AR	618721	Neurodevelopmental, neurodegenerative, and neurogenetic disorders	BabyScreen+	Limited-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae);G2P
GPIHBP1	Hyperlipoproteinemia, type 10; Familial chylomicronemia syndrome	AR	615947	Inherited disorders of metabolism	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
GRHPR	Hyperoxaluria, primary, type II	AR	260000	Renal disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-Ambry Genetics;Myriad Women’s Health
GRXCR1	Deafness, autosomal recessive 25	AR	613285	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics; Definitive-G2P
GUSB	Mucopolysaccharidosis VII	AR	253220	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;ClinGen; Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
GYS2	Glycogen storage disease 0, liver	AR	240600	Inherited disorders of metabolism	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae);PanelApp Australia
HADH	3-hydroxyacyl-CoA dehydrogenase deficiency	AR	231530	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P
HADHA	Mitochondrial trifunctional protein deficiency	AR	609015	Inherited disorders of metabolism	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
HADHA	LCHAD deficiency	AR	609016	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;ClinGen; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
HADHB	Mitochondrial trifunctional protein deficiency	AR	609015	Inherited disorders of metabolism	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
HAX1	Neutropenia, severe congenital 3, autosomal recessive; Kostmann syndrome	AR	610738	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Definitive-G2P;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
HBB	Sickle cell anaemia	AR	603903	Haematological disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
HELLS	Immunodeficiency-centromeric instability-facial anomalies syndrome 4	AR	616911	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Moderate-ClinGen
HESX1	Pituitary hormone deficiency, combined, 5	Multipleand/orcomplexpattern	182230	Complex genetic syndromes;Endocrine disorders	BabyScreen+	Strong-G2P;Ambry Genetics;Labcorp Genetics (formerly Invitae)
HGF	Deafness, autosomal recessive 39	AR	608265	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Limited-Ambry Genetics;G2P
HLCS	Holocarboxylase synthetase deficiency	AR	253270	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
HMGCL	3-hydroxy-3-methylglutaric aciduria	AR	246450	Inherited disorders of metabolism	BabyScreen+	Definitive-G2P;Myriad Women’s Health;ClinGen; Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae)
HOGA1	Hyperoxaluria, primary, type III	AR	613616	Renal disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-Myriad Women’s Health
HSD11B2	Apparent mineralocorticoid excess	AR	218030	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
HSD3B2	Adrenal hyperplasia, congenital, due to 3-beta-hydroxysteroid dehydrogenase 2 deficiency	AR	201810	Endocrine disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
HSD3B7	Bile acid synthesis defect, congenital, 1	AR	607765	Endocrine disorders	BabyScreen+	Definitive-G2P;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
IDS	Mucopolysaccharidosis II (MPS2, Hunter syndrome)	XLR	309900	Inherited disorders of metabolism	BabyScreen+	Strong-PanelApp Australia;Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Definitive-G2P;Myriad Women’s Health;ClinGen
IFITM5	Osteogenesis imperfecta, type V	AD	610967	Skeletal, skin, and connective tissue disorders	BabyScreen+	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae)
IGF1	Insulin-like growth factor I deficiency	AR	608747	Endocrine disorders	BabyScreen+	Definitive-G2P; Strong-Labcorp Genetics (formerly Invitae); Limited-Ambry Genetics
IGHM	Agammaglobulinaemia 1	AR	601495	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae); Definitive-ClinGen
IGLL1	Agammaglobulinaemia 2	AR	613500	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Limited-Ambry Genetics;Labcorp Genetics (formerly Invitae); Moderate-ClinGen
IGSF1	Hypothyroidism, central, and testicular enlargement	XLR	300888	Endocrine disorders	BabyScreen+	Definitive-Ambry Genetics;G2P; Strong-Labcorp Genetics (formerly Invitae)
IKBKB	Immunodeficiency 15B	AR	615592	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-ClinGen
IKZF1	Immunodeficiency, common variable, 13	AD	616873	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Ambry Genetics;Labcorp Genetics (formerly Invitae); Definitive-Illumina;ClinGen
IL10RA	Inflammatory bowel disease 28, early onset, autosomal recessive	AR	613148	Gastrointestinal disorders	BabyScreen+	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
IL10RB	Inflammatory bowel disease 25, early onset, autosomal recessive	AR	612567	Gastrointestinal disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
IL21R	Immunodeficiency 56	AR	615207	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Moderate-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
IL2RA	Immunodeficiency 41 with lymphoproliferation and autoimmunity	AR	606367	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
IL2RB	Immunodeficiency 63 with lymphoproliferation and autoimmunity	AR	618495	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
IL2RG	Severe combined immunodeficiency, X-linked	XLR	312863	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	
IL7R	Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive type	AR	608971	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Definitive-Ambry Genetics;ClinGen; Strong-Labcorp Genetics (formerly Invitae)
ILDR1	Deafness, autosomal recessive 42	AR	609646	Hearing disorders	BabyScreen+	Strong-PanelApp Australia;Labcorp Genetics (formerly Invitae); Definitive-G2P
INS	Diabetes mellitus, permanent neonatal 4	Multipleand/orcomplexpattern	618858	Endocrine disorders	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae); Moderate-Ambry Genetics
INS	Maturity-onset diabetes of the young, type 10	AD	613370	Endocrine disorders	BabyScreen+	Strong-Genomics England PanelApp;Labcorp Genetics (formerly Invitae)
IRAK4	Immunodeficiency 67	AR	607676	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Strong-Labcorp Genetics (formerly Invitae)
IRF8	Immunodeficiency 32B, monocyte and dendritic cell deficiency, autosomal recessive	AR	226990	Autoimmune, inflammatory, and immunogenetic disorders	BabyScreen+	Moderate-Laboratory for Molecular Medicine;Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
IRS4	Hyperthyroidism, congenital, nongoitrous, 9	XLR	301035	Endocrine disorders	BabyScreen+	Limited-Ambry Genetics; Strong-Labcorp Genetics (formerly Invitae)
